"","event_id","primary_act_id","secondary_act_id","purch_party_lkup_id","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_date_time","event_dt","presale_dt","onsale_dt","sales_ord_create_dttm","sales_ord_tran_dt","print_dt","timezn_nm","venue_city","venue_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm","web_session_cookie_val","gndr_cd","age_yr","income_amt","edu_val","edu_1st_indv_val","edu_2nd_indv_val","adults_in_hh_num","married_ind","child_present_ind","home_owner_ind","occpn_val","occpn_1st_val","occpn_2nd_val","dist_to_ven"
"13","d3c8f5fb844690fb5af6","732d4f52a3ac2b7de8ef","b85143bf51323b72e53c","59eb1bf6c887ccc26d17","Skip The Line: Pierce The Line/all Time Low","Live Nation C-T Upsells - Special Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Skip The Line: Pierce The Line/all Time Low","   NOT VALID FOR ENTRY          SKIP THE LINE       THIS IS NOT A CONCERT TKT     BAYOU MUSIC CENTER         520 TEXAS AVENUE      SUN APR 14 2013 6:30 PM  ",4,40,"TicketFast","2013-04-14 23:30:00","2013-04-14","NULL","2013-01-10","2013-01-28 18:33:49","2013-01-28","2013-01-28","CST","HOUSTON","TEXAS","77002","www.concerts.livenation.com","T ","N ","Houston","59eb1bf6c887ccc26d17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","5c7d36b783905ba488f4","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","9efc747b02e3eea0cd89","Tabernacle Parking: Chris Botti","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Chris Botti","PARKING PASS-PARKING ONLY%CHRIS BOTTI%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%SUN JAN 14 2007  8:00PM",1,9,"Mail","2007-01-15 01:00:00","2007-01-14","NULL","2006-11-29","2006-12-03 00:00:00","2006-12-03","2006-12-06","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","9efc747b02e3eea0cd89","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",NA
"15","e68754d15ef2b8694b26","6e3df9919c998817e1b1","b85143bf51323b72e53c","6ad4972b327c8a7b3fc9","Premier Parking: Aerosmith","Virginia Beach Amphitheater VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Aerosmith","VALID FOR PARKING ONLY%PREMIER PARKING LOT%VERIZON WIRELESS VB AMP%PARKING FOR AEROSMITH%LOT OPENS 2 HOURS PRIOR%SAT OCT 21 2006 7:30PM",1,15,"TicketFast","2006-10-21 23:30:00","2006-10-21","NULL","2006-09-16","2006-09-19 00:00:00","2006-09-19","2006-09-19","EST","VIRGINIA BEACH","VIRGINIA","23456","NULL","T ","N ","Virginia","6ad4972b327c8a7b3fc9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","afd7dbe7675fc5480a0c","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","ebee63b01e98b720aebc","Premier Parking: Toby Keith","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Toby Keith","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%JUNE 28TH, 2008%TOBY KEITH%FORD AMPHITHEATRE%***USE MLK ENTRANCE***",1,20,"Mail","2008-06-28 23:30:00","2008-06-28","2008-04-03","2008-04-05","2008-04-05 00:00:00","2008-04-05","2008-04-10","EST","TAMPA","FLORIDA","33610","NULL","T ","N ","Tampa","ebee63b01e98b720aebc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36"
"17","e6a1bc0620dc1fb45b6d","7cb02562bcb9387cbd13","b85143bf51323b72e53c","0782b2074b13d4bd4756","Lindsey Stirling: The Music Box Tour","Lindsey Stirling","NULL","CONCERTS","ROCK/POP","CONCERTS","Lindsey Stirling: The Music Box Tour"," PRODUCED BY LIVE NATION       LINDSEY STIRLING         THE MUSIC BOX TOUR            *   *   *         JACOBS PAVILION AT NAUTICA TUE JUN 09 2015 8:00 PM  ",2,70,"eTicket","2015-06-10 00:00:00","2015-06-09","2015-03-19","2015-03-20","2015-06-01 20:52:50","2015-06-01","2015-06-05","CST","CLEVELAND","OHIO","44113","www.concerts.livenation.com","T ","Y ","Cleveland","0782b2074b13d4bd4756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","8bc575c22b944a6715d0","43f0436b905bfa7c2eec","b85143bf51323b72e53c","f83bca5fa2608f506778","Premier Parking : rascal flatts","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : rascal flatts","VALID FOR PARKING ONLY%PREMIER PARKING%COMCAST CTR, MANSFIELD%PARKING FOR RASCAL FLATTS%LOT OPENS 3 HOURS PRIOR%SAT SEP 13 2008 8:00PM",1,40,"Mail","2008-09-14 00:00:00","2008-09-13","2008-05-14","2008-05-17","2008-05-16 00:00:00","2008-05-16","2008-05-22","EST","MANSFIELD","MASSACHUSETTS","02048","NULL","T ","N ","Boston","f83bca5fa2608f506778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","5777fc7899ca8f4ef03b","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","6c93aa49eccb7c97d895","Dodge Theatre Adams Street Parking - bb king","Parking Event","NULL","MISC","PARKING","PARKING","Dodge Theatre Adams Street Parking - bb king","ADAMS STREET GARAGE%GOOD ONLY 1/7/07%DODGE THEATRE PARKING PASS%ENTRANCE ON ADAMS STREET%BB KING%GARAGE OPENS AT 5:30PM",1,5,"Mail","2007-01-08 02:30:00","2007-01-07","NULL","2006-08-28","2006-11-02 00:00:00","2006-11-02","2006-11-06","MST","PHOENIX","ARIZONA","85003","NULL","T ","N ","Arizona","6c93aa49eccb7c97d895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","b1574cb6bfd591a98572","d769ab09a96be5a0b316","b85143bf51323b72e53c","85188c1c9d49ba2f45fd","Verizon Wireless Amphitheatre Vip Parking: Zac Brown Band","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Amphitheatre Vip Parking: Zac Brown Band","THIS TICKET IS VALID FOR%ZAC BROWN BAND%VIP PARKING%VERIZON WIRELESS AMP CHA%USE HWY 29 TO PAVILION BL%SAT AUG 21 2010  7:00PM",1,20,"TicketFast","2010-08-21 23:00:00","2010-08-21","NULL","2010-05-22","2010-07-30 00:00:00","2010-07-30","1900-01-01","EST","CHARLOTTE","NORTH CAROLINA","28262","NULL","F ","N ","Charlotte","85188c1c9d49ba2f45fd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","516c79412f8b76efa1ac","43f0436b905bfa7c2eec","b85143bf51323b72e53c","7c32a73a0c9fd6c36991","Xfinity Center Mansfield Premier Parking: Tim Mcgraw","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Xfinity Center Mansfield Premier Parking: Tim Mcgraw","   THIS TICKET IS VALID        FOR PARKING ONLY         GOOD THIS DAY ONLY       PREMIER PARKING PASS   XFINITY CENTER,LOTS 3:30PM FRI JUN 12 2015 7:00 PM  ",1,45,"eTicket","2015-06-12 23:00:00","2015-06-12","NULL","2015-02-20","2015-06-12 16:53:19","2015-06-12","2015-06-12","EST","MANSFIELD","MASSACHUSETTS","02048","www.concerts.livenation.com","T ","N ","Boston","7c32a73a0c9fd6c36991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","f7a4ec7efe1cd5125812","ac4b847b3fde66f2117e","b85143bf51323b72e53c","d63d6400698a61a2ba5a","Skip The Line: Maroon 5/kelly clarkson","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Skip The Line: Maroon 5/kelly clarkson","     FAST LANE ACCESS       MUST HAVE EVENT TICKET   GOOD FOR SHOW ON VOUCHER      COMCAST THEATRE       MAROON 5/KELLY CLARKSON    SAT AUG 31 2013 7:00PM  ",4,40,"TicketFast","2013-08-31 23:00:00","2013-08-31","NULL","2013-04-01","2013-04-06 14:16:22","2013-04-06","2013-06-04","EST","HARTFORD","CONNECTICUT","06120","www.concerts.livenation.com","T ","N ","Boston","d63d6400698a61a2ba5a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","de38ce6ac8d362f98fd7","6cdc2e270775b7e2f709","b85143bf51323b72e53c","938c01c9d4cd76d50cac","Vip Fast Lane: Dave Matthews Band","Vip Fast Lane","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Vip Fast Lane: Dave Matthews Band","EVENT TICKET REQUIRED%VIP FAST LANE VOUCHER%ONE VOUCHER PER PERSON%DAVE MATTHEWS BAND%SUSQUEHANNA BANK CENTER%WED JUN 30 2010 7:00PM",2,10,"Mail","2010-06-30 23:00:00","2010-06-30","NULL","NULL","2010-06-10 00:00:00","2010-06-09","2010-06-15","EST","CAMDEN","NEW JERSEY","08103","NULL","T ","N ","Delaware Valley","938c01c9d4cd76d50cac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","179eb086e65ad82d0225","9caaa3cea047cfffa7b3","b85143bf51323b72e53c","7d2d3566e9bfe70ec9ef","Premier Parking: John Mayer","First Niagara Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: John Mayer","USE 2ND LANE FROM LEFT%JOHN MAYER%PREMIER PARKING*20-AUG-08%RIGHT OF PEDESTRIAN WKWAY%%WED AUG 20 2008 7:00PM",1,25,"BWC","2008-08-20 23:00:00","2008-08-20","NULL","2008-06-07","2008-08-20 00:00:00","2008-08-19","2008-08-20","EST","BURGETTSTOWN","PENNSYLVANIA","15021","NULL","T ","N ","Pittsburgh","7d2d3566e9bfe70ec9ef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43"
"25","7507d55fcb3b1c524027","dce08e99e3ce7d2149f3","b85143bf51323b72e53c","91690e181e52ddc32304","Lakewood Amphitheatre Parking: Tim Mcgraw","Aaron's Amphitheatre at Lakewood Parking","NULL","MISC","PARKING","PARKING","Lakewood Amphitheatre Parking: Tim Mcgraw","**NOT VALID FOR CONCERT**%**VIP PARKING ONLY**%AT LAKEWOOD AMPHITHEATRE%TIM MCGRAW%ENTER ON PRYOR ROAD%WED JUN 11 2008  7:30PM",1,25,"Mail","2008-06-11 23:30:00","2008-06-11","NULL","2008-03-01","2008-03-01 00:00:00","2008-03-01","2008-03-06","EST","ATLANTA","GEORGIA","30315","NULL","T ","N ","Atlanta","91690e181e52ddc32304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","6c73e7adb3a2982b1456","6cdc2e270775b7e2f709","b85143bf51323b72e53c","b68d2abfeebb05984994","The Lawn At White River Vip Fast Lane: Moody Blues","Vip Fast Lane","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","The Lawn At White River Vip Fast Lane: Moody Blues","TICKET IS GOOD FOR%VIP FAST LANE ACCESS%MOODY BLUES VIP FAST LANE%GOOD THIS DATE ONLY%LAWN AT WHITE RIVER%WED JUN 23 2010  7:30PM",2,10,"TicketFast","2010-06-23 23:30:00","2010-06-23","NULL","NULL","2010-05-21 00:00:00","2010-05-21","1900-01-01","CST","INDIANAPOLIS","INDIANA","46204","NULL","F ","N ","Indiana-Ohio","b68d2abfeebb05984994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","dcc303578fdb9493de39","a75e1e1b72ac7f7ab1f6","486fe5fcfdb664516ec1","42c5142562a4a9a01798","Godsmack","Godsmack","Within Reason","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Godsmack","   LIVE NATION PRESENTS            GODSMACK             GENERAL ADMISSION        SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   FRI APR 17 2015 8:00 PM  ",1,45,"eTicket","2015-04-18 01:00:00","2015-04-17","2015-02-04","2015-02-06","2015-04-16 22:58:56","2015-04-16","2015-04-16","CST","DALLAS","TEXAS","75215","www.concerts.livenation.com","T ","Y ","Dallas","42c5142562a4a9a01798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","5ee2a492f932af193757","be462316a8567e40fdf0","b85143bf51323b72e53c","89f174132dfe9cfa5329","Old National Centre Bottomless Soda: Childish Gambino","Fantastic Meal Voucher","NULL","MISC","DINNER PACKAGES (UPSELL)","UPSELL","Old National Centre Bottomless Soda: Childish Gambino","   OLD NATIONAL CENTRE         BOTTOMLESS SODA      REDEEM AT MAIN CONCESSION        IN THE LOBBY          GOOD THIS DATE ONLY     FRI JUN 15 2012 8:00 PM  ",1,6.5,"TicketFast","2012-06-16 00:00:00","2012-06-15","NULL","2012-03-01","2012-06-12 02:56:00","2012-06-11","2012-06-11","CST","INDIANAPOLIS","INDIANA","46204","NULL","T ","N ","Indiana-Ohio","89f174132dfe9cfa5329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","dfe06d7bf50a876cc303","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","9ffe5ca5684cfedc7e37","Wrsp Premier Parking : alice cooper","Parking Event","NULL","MISC","PARKING","PARKING","Wrsp Premier Parking : alice cooper","VALID FOR PARKING ONLY%THE LAWN PREMIER PARKING%WRSP UNDERGROUND GARAGE%ALICE COOPER%GOOD THIS DATE ONLY%FRI AUG 22 2008 7:30PM",1,15,"ISPU","2008-08-22 23:30:00","2008-08-22","NULL","2008-06-14","2008-08-20 00:00:00","2008-08-19","2008-08-20","CST","INDIANAPOLIS","INDIANA","46204","NULL","T ","N ","Indiana-Ohio","9ffe5ca5684cfedc7e37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","b516196d16d9f600ed69","8475a7f6159d0149c11d","a010d0552856269b65a2","e6c30f65b31f7d1c43d2","Florence And The Machine: How Beautiful Tour","Florence and the Machine","Of Monsters and Men","CONCERTS","ROCK/POP","CONCERTS","Florence And The Machine: How Beautiful Tour","   LIVE NATION PRESENTS    FLORENCE AND THE MACHINE     HOW BEAUTIFUL TOUR     XFINITY CENTER,MANSFIELD  LOTS 4PM / DOORS 6:30PM   TUE JUN 07 2016 7:30 PM  ",2,40,"eTicket","2016-06-07 23:30:00","2016-06-07","2016-01-12","2016-01-16","2016-01-16 19:30:08","2016-01-16","2016-01-16","EST","MANSFIELD","MASSACHUSETTS","02048","www.concerts.livenation.com","T ","Y ","Boston","e6c30f65b31f7d1c43d2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","242cce4c2c2ce405cc9e","5a29f349bfe4d595f521","b85143bf51323b72e53c","bc30b2cafe31fb1b37a7","Premier Parking : vans wapred tour","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : vans wapred tour","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%VANS WARPED TOUR%VERIZON WIRELESS MUSIC CTR%TUE AUG 7 2007 11:00AM",1,20,"TicketFast","2007-08-07 15:00:00","2007-08-07","NULL","2007-04-14","2007-08-06 00:00:00","2007-08-06","2007-08-06","CST","NOBLESVILLE","INDIANA","46060","NULL","T ","N ","Indiana-Ohio","bc30b2cafe31fb1b37a7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","fcc63626b798bc92ce7a","f9e971b3fc578eab66b1","6e1eebe3c322e8abf8b2","d26d5458049dc302a6e2","Bruce Springsteen And The E Street Band: The River Tour.","Bruce Springsteen and the E Street Band","Bruce Springsteen","CONCERTS","ROCK/POP","CONCERTS","Bruce Springsteen And The E Street Band: The River Tour."," CHESAPEAKE ENERGY ARENA      BRUCE SPRINGSTEEN       FULL """"""""""""""""THE RIVER"""""""""""""""" PLUS!     & THE E STREET BAND      NO CAMERAS / RECORDERS   SUN APR 03 2016 7:30 PM  ",2,300,"Paperless","2016-04-04 00:30:00","2016-04-03","NULL","2016-01-30","2016-01-30 16:37:52","2016-01-30","2016-01-30","CST","OKLAHOMA CITY","OKLAHOMA","73102","iphone.ticketmaster.us","T ","Y ","Dallas","d26d5458049dc302a6e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","6676edf3e77d0a3f09c1","d769ab09a96be5a0b316","06e074b50adecfb5ca56","35ca1b9026bb9e23662d","Premier Parking: Coldplay","Verizon Wireless Amph. Charlotte Premier Parking","Coldplay","MISC","PARKING","PARKING","Premier Parking: Coldplay","THIS TICKET IS VALID FOR%PREMIER PARKING%COLDPLAY%VERIZON WIRELESS AMPH CHA%USE HWY 29 TO PAVILION BLV%FRI SEP 9 2005 7:30PM",1,20,"UPS","2005-09-09 23:30:00","2005-09-09","NULL","2005-06-04","2005-06-04 00:00:00","2005-06-04","2005-06-05","EST","CHARLOTTE","NORTH CAROLINA","28262","NULL","T ","N ","Charlotte","35ca1b9026bb9e23662d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
